id,name,category,district,area,default,flag,hash,detection,note
1311048,Electronic Part - Triumvirate Drive Chip 59,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip59Taken,0x26D5F817,record present with value >= 1 (any ProgressionManagerData section),
1311049,Electronic Part - Triumvirate Drive Chip 60,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip60Taken,0xE9C774BD,record present with value >= 1 (any ProgressionManagerData section),
1311050,Electronic Part - Triumvirate Drive Chip 61,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip61Taken,0xE3546CDC,record present with value >= 1 (any ProgressionManagerData section),
1311051,Electronic Part - Triumvirate Drive Chip 62,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip62Taken,0xE563547F,record present with value >= 1 (any ProgressionManagerData section),
1311052,Electronic Part - Triumvirate Drive Chip 63,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip63Taken,0xF10D0D9E,record present with value >= 1 (any ProgressionManagerData section),
1311053,Electronic Part - Triumvirate Drive Chip 64,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip64Taken,0xF28B5439,record present with value >= 1 (any ProgressionManagerData section),
1311054,Electronic Part - Triumvirate Drive Chip 65,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip65Taken,0xEC184C58,record present with value >= 1 (any ProgressionManagerData section),
1311055,Electronic Part - Triumvirate Drive Chip 66,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip66Taken,0xEE2733FB,record present with value >= 1 (any ProgressionManagerData section),
1311056,Electronic Part - Triumvirate Drive Chip 67,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip67Taken,0xF9D0ED1A,record present with value >= 1 (any ProgressionManagerData section),
1311057,Electronic Part - Triumvirate Drive Chip 68,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip68Taken,0xD71E73B5,record present with value >= 1 (any ProgressionManagerData section),
1311058,Electronic Part - Triumvirate Drive Chip 69,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip69Taken,0xD0AB6BD4,record present with value >= 1 (any ProgressionManagerData section),
1311059,Electronic Part - Triumvirate Drive Chip 70,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip70Taken,0xA1DD883C,record present with value >= 1 (any ProgressionManagerData section),
1311060,Electronic Part - Triumvirate Drive Chip 71,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip71Taken,0x9F444F9D,record present with value >= 1 (any ProgressionManagerData section),
1311061,Electronic Part - Triumvirate Drive Chip 72,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip72Taken,0x9D7DA8FE,record present with value >= 1 (any ProgressionManagerData section),
1311062,Electronic Part - Triumvirate Drive Chip 73,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip73Taken,0x9AE4705F,record present with value >= 1 (any ProgressionManagerData section),
1311063,Electronic Part - Triumvirate Drive Chip 74,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip74Taken,0xAAA167B8,record present with value >= 1 (any ProgressionManagerData section),
1311064,Electronic Part - Triumvirate Drive Chip 75,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip75Taken,0xA8082F19,record present with value >= 1 (any ProgressionManagerData section),
1311065,Electronic Part - Triumvirate Drive Chip 76,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip76Taken,0xA641887A,record present with value >= 1 (any ProgressionManagerData section),
1311066,Electronic Part - Triumvirate Drive Chip 77,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip77Taken,0xA3A84FDB,record present with value >= 1 (any ProgressionManagerData section),
1311067,Electronic Part - Triumvirate Drive Chip 78,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip78Taken,0x8F348734,record present with value >= 1 (any ProgressionManagerData section),
1311068,Electronic Part - Triumvirate Drive Chip 79,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip79Taken,0x8C9B4E95,record present with value >= 1 (any ProgressionManagerData section),
1311069,Electronic Part - Triumvirate Drive Chip 80,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip80Taken,0x4F888B33,record present with value >= 1 (any ProgressionManagerData section),
1311070,Electronic Part - Triumvirate Drive Chip 81,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip81Taken,0x48892252,record present with value >= 1 (any ProgressionManagerData section),
1311071,Electronic Part - Triumvirate Drive Chip 82,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip82Taken,0x41CFEA71,record present with value >= 1 (any ProgressionManagerData section),
1311072,Electronic Part - Triumvirate Drive Chip 83,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip83Taken,0x4CED4290,record present with value >= 1 (any ProgressionManagerData section),
1311073,Electronic Part - Triumvirate Drive Chip 84,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip84Taken,0x46C4ABB7,record present with value >= 1 (any ProgressionManagerData section),
1311074,Electronic Part - Triumvirate Drive Chip 85,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip85Taken,0x3FC542D6,record present with value >= 1 (any ProgressionManagerData section),
1311075,Electronic Part - Triumvirate Drive Chip 91,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip91Taken,0x05058713,record present with value >= 1 (any ProgressionManagerData section),
1311076,Electronic Part - Triumvirate Drive Chip 92,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip92Taken,0xF95DFEF0,record present with value >= 1 (any ProgressionManagerData section),
1311077,Electronic Part - Triumvirate Drive Chip 93,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip93Taken,0xF7512751,record present with value >= 1 (any ProgressionManagerData section),
1311078,Electronic Part - Triumvirate Drive Chip 99,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip99Taken,0x17AE881B,record present with value >= 1 (any ProgressionManagerData section),
1311079,Electronic Part - Charter Hill Chip 86,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip86Taken,0x4C4AE70E,record present with value >= 1 (any ProgressionManagerData section),
1311080,Electronic Part - Charter Hill Chip 87,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip87Taken,0x40A12DEF,record present with value >= 1 (any ProgressionManagerData section),
1311081,Electronic Part - Charter Hill Chip 88,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip88Taken,0x34AD24C0,record present with value >= 1 (any ProgressionManagerData section),
1311082,Electronic Part - Charter Hill Chip 89,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip89Taken,0x3B202CA1,record present with value >= 1 (any ProgressionManagerData section),
1311083,Electronic Part - Charter Hill Chip 90,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip90Taken,0x653801C9,record present with value >= 1 (any ProgressionManagerData section),
1311084,Electronic Part - Charter Hill Chip 94,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip94Taken,0x5C74224D,record present with value >= 1 (any ProgressionManagerData section),
1311085,Electronic Part - Charter Hill Chip 95,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip95Taken,0x5E80F9EC,record present with value >= 1 (any ProgressionManagerData section),
1311086,Electronic Part - Charter Hill Chip 96,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip96Taken,0x6A28820F,record present with value >= 1 (any ProgressionManagerData section),
1311087,Electronic Part - Charter Hill Chip 97,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip97Taken,0x6C3559AE,record present with value >= 1 (any ProgressionManagerData section),
1311088,Electronic Part - Charter Hill Chip 98,Electronic Part,Downtown,Charter Hill,True,ElectronicPartsDtCh_Chip98Taken,0x528F00C1,record present with value >= 1 (any ProgressionManagerData section),
1311089,Electronic Part - Centurian Yards Chip 22,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip22Taken,0xFC9E7691,record present with value >= 1 (any ProgressionManagerData section),
1311090,Electronic Part - Centurian Yards Chip 23,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip23Taken,0xFF37AF30,record present with value >= 1 (any ProgressionManagerData section),
1311091,Electronic Part - Centurian Yards Chip 24,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip24Taken,0xEF7AB7D7,record present with value >= 1 (any ProgressionManagerData section),
1311092,Electronic Part - Centurian Yards Chip 25,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip25Taken,0xF213F076,record present with value >= 1 (any ProgressionManagerData section),
1311093,Electronic Part - Centurian Yards Chip 29,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip29Taken,0x0D80D0FA,record present with value >= 1 (any ProgressionManagerData section),
1311094,Electronic Part - Centurian Yards Chip 30,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip30Taken,0xDA5CBB52,record present with value >= 1 (any ProgressionManagerData section),
1311095,Electronic Part - Centurian Yards Chip 31,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip31Taken,0xE15C2433,record present with value >= 1 (any ProgressionManagerData section),
1311096,Electronic Part - Centurian Yards Chip 32,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip32Taken,0xDEC0DB90,record present with value >= 1 (any ProgressionManagerData section),
1311097,Electronic Part - Centurian Yards Chip 33,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip33Taken,0xD3A38371,record present with value >= 1 (any ProgressionManagerData section),
1311098,Electronic Part - Centurian Yards Chip 34,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip34Taken,0xD198DBD6,record present with value >= 1 (any ProgressionManagerData section),
1311099,Electronic Part - Centurian Yards Chip 35,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip35Taken,0xD89844B7,record present with value >= 1 (any ProgressionManagerData section),
1311100,Electronic Part - Centurian Yards Chip 36,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip36Taken,0xD5FCFC14,record present with value >= 1 (any ProgressionManagerData section),
1311101,Electronic Part - Centurian Yards Chip 37,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip37Taken,0xCADFA3F5,record present with value >= 1 (any ProgressionManagerData section),
1311102,Electronic Part - Centurian Yards Chip 38,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip38Taken,0xED05BC5A,record present with value >= 1 (any ProgressionManagerData section),
1311103,Electronic Part - Centurian Yards Chip 39,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip39Taken,0xF405253B,record present with value >= 1 (any ProgressionManagerData section),
1311104,Electronic Part - Centurian Yards Chip 40,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip40Taken,0x2B383FD5,record present with value >= 1 (any ProgressionManagerData section),
1311105,Electronic Part - Centurian Yards Chip 41,Electronic Part,Downtown,Centurian Yards,True,ElectronicPartsDtCy_Chip41Taken,0x2D451774,record present with value >= 1 (any ProgressionManagerData section),
1311106,Electronic Part - Concord Plaza Chip 03,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip03Taken,0x7414BB7B,record present with value >= 1 (any ProgressionManagerData section),
1311107,Electronic Part - Concord Plaza Chip 04,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip04Taken,0x6941F45C,record present with value >= 1 (any ProgressionManagerData section),
1311108,Electronic Part - Concord Plaza Chip 05,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip05Taken,0x6FB4FC3D,record present with value >= 1 (any ProgressionManagerData section),
1311109,Electronic Part - Concord Plaza Chip 06,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip06Taken,0x76FA951E,record present with value >= 1 (any ProgressionManagerData section),
1311110,Electronic Part - Concord Plaza Chip 07,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip07Taken,0x6B50DBFF,record present with value >= 1 (any ProgressionManagerData section),
1311111,Electronic Part - Concord Plaza Chip 08,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip08Taken,0x5F5CD2D0,record present with value >= 1 (any ProgressionManagerData section),
1311112,Electronic Part - Concord Plaza Chip 09,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip09Taken,0x65CFDAB1,record present with value >= 1 (any ProgressionManagerData section),
1311113,Electronic Part - Concord Plaza Chip 10,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip10Taken,0x8FE7AFD9,record present with value >= 1 (any ProgressionManagerData section),
1311114,Electronic Part - Concord Plaza Chip 11,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip11Taken,0x91F48778,record present with value >= 1 (any ProgressionManagerData section),
1311115,Electronic Part - Concord Plaza Chip 12,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip12Taken,0x9D9C0F9B,record present with value >= 1 (any ProgressionManagerData section),
1311116,Electronic Part - Concord Plaza Chip 13,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip13Taken,0x9FA8E73A,record present with value >= 1 (any ProgressionManagerData section),
1311117,Electronic Part - Concord Plaza Chip 14,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip14Taken,0x8723D05D,record present with value >= 1 (any ProgressionManagerData section),
1311118,Electronic Part - Concord Plaza Chip 15,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip15Taken,0x8930A7FC,record present with value >= 1 (any ProgressionManagerData section),
1311119,Electronic Part - Concord Plaza Chip 16,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip16Taken,0x94D8301F,record present with value >= 1 (any ProgressionManagerData section),
1311120,Electronic Part - Concord Plaza Chip 17,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip17Taken,0x96E507BE,record present with value >= 1 (any ProgressionManagerData section),
1311121,Electronic Part - Concord Plaza Chip 18,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip18Taken,0x7D3EAED1,record present with value >= 1 (any ProgressionManagerData section),
1311122,Electronic Part - Concord Plaza Chip 19,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip19Taken,0x7F4B8670,record present with value >= 1 (any ProgressionManagerData section),
1311123,Electronic Part - Concord Plaza Chip 20,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip20Taken,0x0BB3FB5A,record present with value >= 1 (any ProgressionManagerData section),
1311124,Electronic Part - Concord Plaza Chip 21,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip21Taken,0x12B3643B,record present with value >= 1 (any ProgressionManagerData section),
1311125,Electronic Part - Concord Plaza Chip 26,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip26Taken,0x07543C1C,record present with value >= 1 (any ProgressionManagerData section),
1311126,Electronic Part - Concord Plaza Chip 27,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip27Taken,0xFC36E3FD,record present with value >= 1 (any ProgressionManagerData section),
1311127,Electronic Part - Concord Plaza Chip 28,Electronic Part,Downtown,Concord Plaza,True,ElectronicPartsDtCp_Chip28Taken,0xF90AFA52,record present with value >= 1 (any ProgressionManagerData section),
1311128,Electronic Part - Crystal Valley Chip 01,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip01Taken,0x7F97A1CD,record present with value >= 1 (any ProgressionManagerData section),
1311129,Electronic Part - Crystal Valley Chip 02,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip02Taken,0x8F58D92E,record present with value >= 1 (any ProgressionManagerData section),
1311130,Electronic Part - Crystal Valley Chip 03,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip03Taken,0x8D4C018F,record present with value >= 1 (any ProgressionManagerData section),
1311131,Electronic Part - Crystal Valley Chip 13,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip13Taken,0xD0CF9CCE,record present with value >= 1 (any ProgressionManagerData section),
1311132,Electronic Part - Crystal Valley Chip 14,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip14Taken,0xD2DA4469,record present with value >= 1 (any ProgressionManagerData section),
1311133,Electronic Part - Crystal Valley Chip 15,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip15Taken,0xDDF79C88,record present with value >= 1 (any ProgressionManagerData section),
1311134,Electronic Part - Crystal Valley Chip 16,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip16Taken,0xE092E52B,record present with value >= 1 (any ProgressionManagerData section),
1311135,Electronic Part - Crystal Valley Chip 17,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip17Taken,0xD9937C4A,record present with value >= 1 (any ProgressionManagerData section),
1311136,Electronic Part - Crystal Valley Chip 18,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip18Taken,0xB76D63E5,record present with value >= 1 (any ProgressionManagerData section),
1311137,Electronic Part - Crystal Valley Chip 19,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip19Taken,0xC28ABC04,record present with value >= 1 (any ProgressionManagerData section),
1311138,Electronic Part - Crystal Valley Chip 22,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip22Taken,0x203EE12C,record present with value >= 1 (any ProgressionManagerData section),
1311139,Electronic Part - Crystal Valley Chip 24,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip24Taken,0x24A2E16A,record present with value >= 1 (any ProgressionManagerData section),
1311140,Electronic Part - Crystal Valley Chip 26,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip26Taken,0x2902C0A8,record present with value >= 1 (any ProgressionManagerData section),
1311141,Electronic Part - Crystal Valley Chip 27,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip27Taken,0x26698809,record present with value >= 1 (any ProgressionManagerData section),
1311142,Electronic Part - Crystal Valley Chip 28,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip28Taken,0x093600E6,record present with value >= 1 (any ProgressionManagerData section),
1311143,Electronic Part - Crystal Valley Chip 29,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip29Taken,0x069CC847,record present with value >= 1 (any ProgressionManagerData section),
1311144,Electronic Part - Crystal Valley Chip 30,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip30Taken,0x63C4AD6F,record present with value >= 1 (any ProgressionManagerData section),
1311145,Electronic Part - Crystal Valley Chip 31,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip31Taken,0x6F6E668E,record present with value >= 1 (any ProgressionManagerData section),
1311146,Electronic Part - Crystal Valley Chip 32,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip32Taken,0x6828CDAD,record present with value >= 1 (any ProgressionManagerData section),
1311147,Electronic Part - Crystal Valley Chip 33,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip33Taken,0x61B5C5CC,record present with value >= 1 (any ProgressionManagerData section),
1311148,Electronic Part - Crystal Valley Chip 34,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip34Taken,0x6C888CEB,record present with value >= 1 (any ProgressionManagerData section),
1311149,Electronic Part - Crystal Valley Chip 35,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip35Taken,0x7832460A,record present with value >= 1 (any ProgressionManagerData section),
1311150,Electronic Part - Crystal Valley Chip 37,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip37Taken,0x6A79A548,record present with value >= 1 (any ProgressionManagerData section),
1311151,Electronic Part - Crystal Valley Chip 39,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip39Taken,0x5CC56586,record present with value >= 1 (any ProgressionManagerData section),
1311152,Electronic Part - Crystal Valley Chip 40,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip40Taken,0xB4FCA968,record present with value >= 1 (any ProgressionManagerData section),
1311153,Electronic Part - Crystal Valley Chip 42,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip42Taken,0xC2B1092A,record present with value >= 1 (any ProgressionManagerData section),
1311154,Electronic Part - Crystal Valley Chip 43,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip43Taken,0xC0A4318B,record present with value >= 1 (any ProgressionManagerData section),
1311155,Electronic Part - Crystal Valley Chip 44,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip44Taken,0xAC38C9EC,record present with value >= 1 (any ProgressionManagerData section),
1311156,Electronic Part - Crystal Valley Chip 45,Electronic Part,Anchor,Crystal Valley,True,ElectronicPartsAcCv_Chip45Taken,0xAA2BF24D,record present with value >= 1 (any ProgressionManagerData section),
1311157,Electronic Part - Shimmering Heights Chip 01,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip01Taken,0x3C18D0C3,record present with value >= 1 (any ProgressionManagerData section),
1311158,Electronic Part - Shimmering Heights Chip 02,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip02Taken,0x4311E8A0,record present with value >= 1 (any ProgressionManagerData section),
1311159,Electronic Part - Shimmering Heights Chip 03,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip03Taken,0x4078B001,record present with value >= 1 (any ProgressionManagerData section),
1311160,Electronic Part - Shimmering Heights Chip 04,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip04Taken,0x35EE29E6,record present with value >= 1 (any ProgressionManagerData section),
1311161,Electronic Part - Shimmering Heights Chip 05,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip05Taken,0x3354F147,record present with value >= 1 (any ProgressionManagerData section),
1311162,Electronic Part - Shimmering Heights Chip 06,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip06Taken,0x3A4E0924,record present with value >= 1 (any ProgressionManagerData section),
1311163,Electronic Part - Shimmering Heights Chip 07,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip07Taken,0x37B4D085,record present with value >= 1 (any ProgressionManagerData section),
1311164,Electronic Part - Shimmering Heights Chip 08,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip08Taken,0x515B0A6A,record present with value >= 1 (any ProgressionManagerData section),
1311165,Electronic Part - Shimmering Heights Chip 09,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip09Taken,0x4EC1D1CB,record present with value >= 1 (any ProgressionManagerData section),
1311166,Electronic Part - Shimmering Heights Chip 10,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip10Taken,0x8697B4E3,record present with value >= 1 (any ProgressionManagerData section),
1311167,Electronic Part - Shimmering Heights Chip 11,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip11Taken,0x92416E02,record present with value >= 1 (any ProgressionManagerData section),
1311168,Electronic Part - Shimmering Heights Chip 12,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip12Taken,0x8AFBD521,record present with value >= 1 (any ProgressionManagerData section),
1311169,Electronic Part - Shimmering Heights Chip 20,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip20Taken,0xA47780E0,record present with value >= 1 (any ProgressionManagerData section),
1311170,Electronic Part - Shimmering Heights Chip 21,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip21Taken,0xA26AA941,record present with value >= 1 (any ProgressionManagerData section),
1311171,Electronic Part - Shimmering Heights Chip 23,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip23Taken,0xB01F0903,record present with value >= 1 (any ProgressionManagerData section),
1311172,Electronic Part - Shimmering Heights Chip 25,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip25Taken,0x99A6C9C5,record present with value >= 1 (any ProgressionManagerData section),
1311173,Electronic Part - Shimmering Heights Chip 36,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip36Taken,0xF1DE2DA7,record present with value >= 1 (any ProgressionManagerData section),
1311174,Electronic Part - Shimmering Heights Chip 38,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip38Taken,0xFF926D69,record present with value >= 1 (any ProgressionManagerData section),
1311175,Electronic Part - Shimmering Heights Chip 41,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip41Taken,0x08C0A0C7,record present with value >= 1 (any ProgressionManagerData section),
1311176,Electronic Part - Shimmering Heights Chip 46,Electronic Part,Anchor,Shimmering Heights,True,ElectronicPartsAcSh_Chip46Taken,0x187D9820,record present with value >= 1 (any ProgressionManagerData section),
1311177,Electronic Part - Eden Village Chip 47,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip47Taken,0xFE24B649,record present with value >= 1 (any ProgressionManagerData section),
1311178,Electronic Part - Eden Village Chip 48,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip48Taken,0xF2790D26,record present with value >= 1 (any ProgressionManagerData section),
1311179,Electronic Part - Eden Village Chip 49,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip49Taken,0xF06C3587,record present with value >= 1 (any ProgressionManagerData section),
1311180,Electronic Part - Eden Village Chip 50,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip50Taken,0x4D983AAF,record present with value >= 1 (any ProgressionManagerData section),
1311181,Electronic Part - Eden Village Chip 51,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip51Taken,0x4698D1CE,record present with value >= 1 (any ProgressionManagerData section),
1311182,Electronic Part - Eden Village Chip 52,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip52Taken,0x3FDF99ED,record present with value >= 1 (any ProgressionManagerData section),
1311183,Electronic Part - Eden Village Chip 53,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip53Taken,0x4AFCF20C,record present with value >= 1 (any ProgressionManagerData section),
1311184,Electronic Part - Eden Village Chip 54,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip54Taken,0x565C1A2B,record present with value >= 1 (any ProgressionManagerData section),
1311185,Electronic Part - Eden Village Chip 55,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip55Taken,0x4F5CB14A,record present with value >= 1 (any ProgressionManagerData section),
1311186,Electronic Part - Eden Village Chip 56,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip56Taken,0x48A37969,record present with value >= 1 (any ProgressionManagerData section),
1311187,Electronic Part - Eden Village Chip 57,Electronic Part,Anchor,Eden Village,True,ElectronicPartsAcEv_Chip57Taken,0x53C0D188,record present with value >= 1 (any ProgressionManagerData section),
